class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,6.49,x,,w,f,e,,w,6.61,13.12,b,,y,u,w,t,g,,d,a
p,7.45,b,t,w,f,e,c,w,13.19,13.41,,y,w,u,w,t,l,,d,a
p,3.29,x,y,n,f,a,,w,5.65,3.68,,y,y,,,t,r,,d,a
p,7.84,b,t,w,f,e,c,w,13.15,13.92,,y,w,u,w,t,e,,d,u
p,16.53,x,h,e,f,e,,w,17.89,17.22,s,y,w,u,w,t,p,,d,w
e,7.32,x,,n,t,,,w,9.23,16.44,b,,w,u,w,t,g,,d,u
p,12.58,x,,g,f,e,,w,11.04,14.18,,,w,u,w,t,g,,d,a
e,14.55,x,e,n,t,e,,w,9.24,16.71,,,w,,,t,,,d,u
p,4.7,x,y,n,f,a,,w,4.91,3.41,,y,n,,,t,r,,h,a
p,7.67,b,t,w,f,e,c,w,12.39,14.28,,y,w,u,w,t,l,,d,u
e,1.75,s,y,n,f,d,d,p,4.63,2.87,,i,n,,,f,f,,h,a
e,2.47,f,y,n,f,d,d,p,5.66,3.18,,i,n,,,f,f,,l,u
e,21.01,p,y,w,f,,,w,29.09,21.14,s,,n,,,t,m,,m,a
e,6.28,x,,y,f,e,,w,5.61,11.03,b,,w,u,w,t,g,,d,u
e,3.02,x,,u,f,,d,w,6.1,4.6,,,w,,,f,f,,d,u
e,14.47,x,e,n,t,e,,w,10.35,17.16,,,w,,,t,,,d,a
e,15.44,f,y,w,f,,,w,23.33,18.42,s,,n,,,t,m,,m,a
p,3.54,f,y,p,f,e,c,w,4.58,3.55,,k,w,,,t,e,,d,a
e,6.52,x,,w,f,e,,w,5.84,12.19,b,,y,u,w,t,g,,d,u
p,15.39,f,h,e,f,e,,w,17.16,16.3,s,y,w,u,w,t,g,,d,a
e,13.65,x,,n,t,,,w,12.99,21.66,b,,w,u,w,t,g,,d,u
e,2.68,s,y,n,f,d,d,p,6.04,3.67,,i,n,,,f,f,,l,u
e,2.25,s,y,n,f,d,d,p,7.06,3.17,,i,n,,,f,f,,l,a
p,5.43,b,t,w,f,e,c,w,11.74,11.6,,y,w,u,w,t,l,,d,u
e,5.91,x,t,n,f,e,,w,12.28,12.7,,s,w,u,w,f,f,,d,a
e,7.22,x,,w,f,e,,w,6.17,12.43,b,,w,u,w,t,g,,d,u
e,6.23,x,,n,t,,,w,10.63,14.63,b,,w,u,w,t,g,,d,u
p,16.04,f,h,o,f,e,,w,16.15,16.8,s,y,w,u,w,t,p,,d,a
e,14.99,x,e,n,t,e,,w,10.21,18.65,,,w,,,t,,,g,u
e,5.17,x,t,n,f,e,,w,11.67,11.15,,s,w,u,w,f,f,,d,u
p,16.29,x,g,o,f,e,,w,18.37,18.21,s,y,w,u,w,t,g,,d,a
p,7.86,x,g,n,f,e,,w,8.36,15.44,,y,w,u,w,t,p,,d,u
e,6.52,x,t,n,f,e,,w,12.27,12.5,,s,w,u,w,f,f,,d,u
e,14.55,x,e,n,t,e,,w,9.67,17.36,,,w,,,t,,,g,a
p,7.01,b,t,w,f,e,c,w,12.86,12.62,,y,w,u,w,t,e,,d,a
e,22.96,p,y,w,f,,,w,26.87,21.89,s,,n,,,t,m,,m,u
p,8.06,b,t,w,f,e,c,w,13.35,13.07,,y,w,u,w,t,l,,d,a
p,2.89,x,y,y,f,a,,w,4.67,3.33,,y,y,,,t,r,,d,u
p,3.5,f,y,p,f,e,c,n,4.61,3.59,,k,w,,,t,e,,d,a
p,9.07,x,h,r,f,,c,w,11.21,16.17,,,w,u,w,t,p,,d,a
p,3.8,f,y,w,f,e,c,n,4.66,3.42,,k,w,,,t,e,,d,u
p,6.79,b,t,w,f,e,c,w,12.12,11.94,,y,w,u,w,t,l,,d,u
p,17.08,x,h,e,f,e,,w,18.0,18.01,s,y,w,u,w,t,g,,d,a
p,14.42,x,g,o,f,e,,w,17.76,17.58,s,y,w,u,w,t,p,,d,a
e,15.08,x,y,n,t,e,,w,9.32,16.52,,,w,,,t,,,g,u
p,6.77,x,h,r,f,,c,w,10.56,13.4,,,w,u,w,t,p,,d,u
p,7.7,p,g,n,f,e,,w,8.24,13.73,,y,w,u,w,t,p,,d,a
p,17.93,x,g,e,f,e,,w,17.77,17.93,s,y,w,u,w,t,p,,d,u
p,3.18,f,y,p,f,e,c,n,4.04,3.48,,k,w,,,t,e,,d,a
p,7.56,f,h,r,f,,c,w,10.77,12.99,,,w,u,w,t,g,,d,u
p,9.52,x,h,r,f,,c,w,10.93,14.99,,,w,u,w,t,p,,d,a
e,2.77,x,,b,f,,d,u,6.32,4.75,,,w,,,f,f,,d,w
e,6.78,x,,w,f,e,,w,5.7,11.95,b,,w,u,w,t,g,,d,u
e,6.93,x,,y,f,e,,w,5.74,12.83,b,,y,u,y,t,g,,d,u
p,14.01,f,g,o,f,e,,w,18.09,18.42,s,y,w,u,w,t,g,,d,a
p,8.04,x,h,r,f,,c,w,10.8,13.38,,,w,u,w,t,p,,d,u
e,2.96,f,y,n,f,d,d,p,8.63,3.89,,i,n,,,f,f,,l,u
p,4.19,x,y,n,f,a,,w,4.77,3.59,,y,n,,,t,r,,h,u
p,10.04,x,h,r,f,,c,w,11.37,13.83,,,w,u,w,t,g,,d,a
p,9.32,f,h,r,f,,c,w,11.48,17.09,,,w,u,w,t,p,,d,u
e,2.2,x,,u,f,,d,u,6.58,4.03,,,w,,,f,f,,d,a
e,6.45,x,,n,t,,,w,7.87,11.53,b,,w,u,w,t,g,,d,u
e,3.26,f,y,n,f,a,d,p,7.47,3.93,,i,n,,,f,f,,h,a
e,6.58,c,t,n,f,e,,w,11.79,11.17,,s,n,u,w,f,f,,d,u
p,3.32,f,y,n,f,e,c,w,3.87,3.51,,k,w,,,t,e,,m,a
p,3.68,b,y,e,f,e,c,w,4.72,3.59,,k,w,,,t,e,,m,u
p,11.27,f,,g,f,e,,w,10.56,14.18,,,w,u,w,t,e,,d,a
p,2.77,b,y,e,f,e,c,n,4.58,3.25,,k,w,,,t,e,,d,a
e,7.81,f,,n,t,,,w,8.55,10.27,b,,w,u,w,t,g,,d,a
e,19.24,p,y,w,f,,,w,27.26,18.35,s,,n,,,t,m,,m,u
p,12.07,f,,g,f,e,,w,11.24,15.64,,,w,u,w,t,e,,d,u
e,7.82,x,,y,f,e,,w,5.88,12.57,b,,w,u,y,t,g,,d,a
e,22.85,p,y,n,f,,,w,28.95,20.49,s,,n,,,t,m,,m,u
p,2.84,f,y,n,f,e,c,w,3.59,3.34,,k,w,,,t,e,,m,a
e,6.94,x,h,n,f,e,,w,13.13,13.16,,s,n,u,w,f,f,,d,a
e,5.78,c,h,n,f,e,,w,11.96,11.72,,s,w,u,w,f,f,,d,u
p,3.68,x,y,y,f,a,,w,6.0,3.77,,y,y,,,t,r,,g,u
e,7.26,x,,y,f,e,,w,6.25,13.59,b,,y,u,w,t,g,,d,a
p,7.92,p,g,n,f,e,,w,7.22,14.69,,y,w,u,w,t,p,,d,u
e,5.39,c,h,n,f,e,,w,12.21,11.35,,s,n,u,w,f,f,,d,u
e,6.97,x,,y,f,e,,w,5.67,13.0,b,,w,u,w,t,g,,d,a
e,1.84,f,y,n,f,d,d,p,4.01,2.57,,i,n,,,f,f,,h,u
p,4.64,b,y,w,f,e,c,w,5.0,3.7,,k,w,,,t,e,,d,u
p,11.58,f,,g,f,e,,w,10.97,15.29,,,w,u,w,t,e,,d,u
e,6.84,s,,l,f,s,c,u,7.04,18.64,,,b,,,f,f,,l,a
p,2.6,b,y,p,f,e,c,w,3.87,3.31,,k,w,,,t,e,,m,u
e,2.87,x,,u,f,,d,u,6.95,4.74,,,w,,,f,f,,d,a
p,15.13,f,h,e,f,e,,w,17.03,16.58,s,y,w,u,w,t,p,,d,a
p,7.07,x,g,n,f,e,,w,7.59,14.01,,y,w,u,w,t,p,,d,u
p,7.85,f,h,r,f,,c,w,10.37,15.38,,,w,u,w,t,g,,d,u
e,5.83,x,t,n,f,e,,w,11.68,11.87,,s,n,u,w,f,f,,d,a
e,2.98,f,y,n,f,a,d,p,7.25,3.65,,i,n,,,f,f,,h,u
e,6.07,x,t,n,f,e,,w,13.48,12.71,,s,n,u,w,f,f,,d,u
e,11.68,x,,n,t,,,w,11.97,19.77,b,,w,u,w,t,g,,d,a
e,6.46,x,h,n,f,e,,w,12.77,12.88,,s,w,u,w,f,f,,d,u
p,10.95,x,,g,f,e,,w,10.76,13.12,,,w,u,w,t,g,,d,a
p,11.53,f,,g,f,e,,w,11.11,14.87,,,w,u,w,t,e,,d,u
p,16.9,f,g,o,f,e,,w,17.53,16.88,s,y,w,u,w,t,p,,d,w
p,7.43,p,g,n,f,e,,w,8.32,15.84,,y,w,u,w,t,p,,d,a
e,13.23,p,y,w,f,,,w,19.47,14.91,s,,n,,,t,m,,m,u
e,6.5,x,,w,f,e,,w,5.41,11.18,b,,y,u,w,t,g,,d,a
p,7.87,p,g,n,f,e,,w,8.98,16.31,,y,w,u,w,t,p,,d,a
e,5.49,x,t,n,f,e,,w,11.24,10.85,,s,w,u,w,f,f,,d,u
p,4.37,f,y,w,f,e,c,n,5.61,3.7,,k,w,,,t,e,,m,u
e,21.61,p,y,w,f,,,w,26.8,20.46,s,,n,,,t,m,,m,u
e,14.61,x,e,n,t,e,,w,9.65,17.01,,,w,,,t,,,d,u
e,21.16,p,y,w,f,,,w,30.05,23.22,s,,n,,,t,m,,m,u
p,8.45,x,g,n,f,e,,w,8.16,14.82,,y,w,u,w,t,p,,d,u
p,9.13,x,h,r,f,,c,w,10.94,15.88,,,w,u,w,t,p,,d,a
e,6.66,c,t,n,f,e,,w,12.44,13.26,,s,w,u,w,f,f,,d,a
p,11.89,x,,n,f,e,,w,11.46,16.95,,,w,u,w,t,g,,d,a
p,4.29,b,y,e,f,e,c,w,5.34,3.6,,k,w,,,t,e,,m,u
p,13.32,x,h,o,f,e,,w,17.29,16.36,s,y,w,u,w,t,p,,d,u
p,8.21,b,t,w,f,e,c,w,11.15,12.68,,y,w,u,w,t,e,,d,a
p,7.09,x,g,n,f,e,,w,7.6,14.21,,y,w,u,w,t,p,,d,u
e,15.09,x,e,n,t,e,,w,9.99,18.03,,,w,,,t,,,d,a
e,11.07,f,,n,t,,,w,10.97,18.6,b,,w,u,w,t,g,,d,u
p,9.32,x,h,r,f,,c,w,10.43,14.24,,,w,u,w,t,p,,d,u
p,4.06,x,y,n,f,a,,w,5.43,3.46,,y,y,,,t,r,,h,a
p,6.4,x,g,n,f,e,,w,8.26,13.96,,y,w,u,w,t,p,,d,u
p,3.6,x,y,y,f,a,,w,5.84,3.64,,y,y,,,t,r,,h,a
p,3.73,x,y,n,f,a,,w,5.48,3.3,,y,n,,,t,r,,h,u
e,12.77,f,,n,t,,,w,12.1,24.78,b,,w,u,w,t,g,,d,u
p,3.02,b,y,n,f,e,c,w,3.46,3.34,,k,w,,,t,e,,d,a
e,9.81,f,,n,t,,,w,11.3,16.09,b,,w,u,w,t,g,,d,a
p,13.55,f,h,e,f,e,,w,17.25,17.26,s,y,w,u,w,t,g,,d,u
e,14.7,x,y,n,t,e,,w,9.67,17.96,,,w,,,t,,,d,a
e,3.38,x,,u,f,,d,u,7.04,5.17,,,w,,,f,f,,d,u
p,4.09,b,y,n,f,e,c,n,4.43,3.44,,k,w,,,t,e,,d,u
p,7.98,b,t,w,f,e,c,w,13.06,12.76,,y,w,u,w,t,l,,d,a
p,4.29,x,y,n,f,a,,w,6.96,3.91,,y,n,,,t,r,,d,a
p,15.71,f,g,e,f,e,,w,17.16,17.97,s,y,w,u,w,t,p,,d,a
p,2.57,x,y,y,f,a,,w,5.45,3.74,,y,y,,,t,r,,d,u
p,6.57,x,g,n,f,e,,w,8.56,16.11,,y,w,u,w,t,p,,d,a
e,20.39,p,y,n,f,,,w,26.69,19.91,s,,n,,,t,m,,d,a
p,15.91,f,h,o,f,e,,w,17.77,18.06,s,y,w,u,w,t,g,,d,u
p,13.5,x,,n,f,e,,w,10.94,14.54,,,w,u,w,t,g,,d,u
p,15.03,f,g,e,f,e,,w,16.65,15.79,s,y,w,u,w,t,g,,d,w
e,16.26,x,e,n,t,e,,w,9.67,17.92,,,w,,,t,,,d,u
e,2.9,f,y,n,f,d,d,p,7.75,4.22,,i,n,,,f,f,,h,a
p,6.57,p,g,n,f,e,,w,7.48,14.6,,y,w,u,w,t,p,,d,a
e,8.52,x,,n,t,,,w,8.34,12.87,b,,w,u,w,t,g,,d,a
p,14.9,f,h,o,f,e,,w,18.16,17.55,s,y,w,u,w,t,p,,d,a
p,3.59,x,y,y,f,a,,w,5.96,3.76,,y,y,,,t,r,,h,a
e,9.7,x,,n,t,,,w,10.96,18.87,b,,w,u,w,t,g,,d,a
p,11.28,f,,n,f,e,,w,10.84,13.39,,,w,u,w,t,e,,d,u
e,18.16,f,y,w,f,,,w,24.37,18.9,s,,n,,,t,m,,d,u
e,16.47,x,y,n,t,e,,w,11.04,19.3,,,w,,,t,,,g,u
p,8.16,x,g,n,f,e,,w,7.69,14.51,,y,w,u,w,t,p,,d,a
p,7.84,x,g,n,f,e,,w,7.69,16.49,,y,w,u,w,t,p,,d,a
p,15.39,f,g,e,f,e,,w,18.26,18.28,s,y,w,u,w,t,g,,d,u
p,6.36,b,t,w,f,e,c,w,13.41,13.61,,y,w,u,w,t,l,,d,a
e,18.56,p,y,w,f,,,w,27.67,19.54,s,,n,,,t,m,,m,a
p,5.82,b,t,w,f,e,c,w,12.19,11.73,,y,w,u,w,t,e,,d,a
p,7.11,p,g,n,f,e,,w,8.03,13.01,,y,w,u,w,t,p,,d,a
p,3.19,b,y,n,f,e,c,n,4.38,3.32,,k,w,,,t,e,,d,u
p,14.9,x,g,o,f,e,,w,17.74,17.05,s,y,w,u,w,t,g,,d,a
e,6.52,x,,w,f,e,,w,6.22,12.2,b,,w,u,y,t,g,,d,u
e,3.15,f,y,n,f,d,d,p,4.84,3.1,,i,n,,,f,f,,l,u
e,17.65,x,e,n,t,e,,w,10.24,18.99,,,w,,,t,,,g,a
p,11.3,f,h,r,f,,c,w,11.28,16.31,,,w,u,w,t,p,,d,u
p,12.11,f,,g,f,e,,w,10.77,13.03,,,w,u,w,t,e,,d,a
e,5.63,x,,w,f,e,,w,5.66,11.54,b,,y,u,w,t,g,,d,a
e,3.11,f,y,n,f,a,d,p,7.45,3.95,,i,n,,,f,f,,l,u
e,15.24,x,y,n,t,e,,w,10.25,17.13,,,w,,,t,,,g,u
e,5.74,x,,w,f,e,,w,5.51,12.55,b,,y,u,w,t,g,,d,u
e,9.72,x,,n,t,,,w,12.55,19.59,b,,w,u,w,t,g,,d,a
p,10.96,x,,g,f,e,,w,10.31,15.19,,,w,u,w,t,g,,d,u
e,6.1,x,,w,f,e,,w,6.23,13.38,b,,y,u,y,t,g,,d,u
e,3.17,f,y,n,f,d,d,p,7.63,3.88,,i,n,,,f,f,,l,a
e,15.85,p,y,w,f,,,w,18.88,17.74,s,,n,,,t,m,,d,a
e,5.76,x,,w,f,e,,w,6.04,12.42,b,,y,u,w,t,g,,d,a
p,3.43,x,y,n,f,a,,w,5.61,3.29,,y,n,,,t,r,,d,u
e,5.47,x,,y,f,e,,w,5.58,11.07,b,,w,u,w,t,g,,d,u
p,14.44,f,g,o,f,e,,w,16.37,17.05,s,y,w,u,w,t,g,,d,w
p,8.68,x,g,n,f,e,,w,7.27,15.05,,y,w,u,w,t,p,,d,a
e,10.97,f,,n,t,,,w,11.57,19.58,b,,w,u,w,t,g,,d,u
p,6.16,x,g,n,f,e,,w,7.52,14.24,,y,w,u,w,t,p,,d,u
p,12.25,x,,n,f,e,,w,10.73,15.37,,,w,u,w,t,g,,d,a
p,14.84,x,g,e,f,e,,w,17.0,17.91,s,y,w,u,w,t,g,,d,w
p,12.7,x,,g,f,e,,w,11.22,15.18,,,w,u,w,t,e,,d,a
e,9.85,x,,n,t,,,w,13.33,20.19,b,,w,u,w,t,g,,d,u
e,2.29,f,y,n,f,a,d,p,6.38,3.75,,i,n,,,f,f,,l,a
p,4.4,b,y,w,f,e,c,n,4.85,3.67,,k,w,,,t,e,,m,u
e,6.76,x,h,n,f,e,,w,12.99,12.71,,s,w,u,w,f,f,,d,a
p,3.74,b,y,n,f,e,c,n,4.21,3.45,,k,w,,,t,e,,d,a
e,2.57,x,,u,f,,d,w,5.93,4.79,,,w,,,f,f,,d,u
p,7.77,f,h,r,f,,c,w,10.56,13.33,,,w,u,w,t,p,,d,a
e,18.58,f,y,n,f,,,w,27.98,21.35,s,,n,,,t,m,,m,a
e,6.85,x,,y,f,e,,w,5.66,12.06,b,,y,u,y,t,g,,d,u
p,13.57,x,,g,f,e,,w,11.35,18.52,,,w,u,w,t,g,,d,a
p,2.97,x,y,n,f,a,,w,6.05,3.51,,y,n,,,t,r,,h,a
p,6.21,b,t,w,f,e,c,w,12.01,12.66,,y,w,u,w,t,e,,d,u
p,18.25,f,h,o,f,e,,w,17.84,17.64,s,y,w,u,w,t,g,,d,w
p,13.42,x,,n,f,e,,w,11.08,16.44,,,w,u,w,t,g,,d,a
p,8.06,x,g,n,f,e,,w,8.77,16.16,,y,w,u,w,t,p,,d,u
p,11.68,x,,g,f,e,,w,10.36,14.24,,,w,u,w,t,g,,d,u
p,11.14,x,,g,f,e,,w,10.16,9.78,,,w,u,w,t,g,,d,u
e,5.86,x,h,n,f,e,,w,11.68,11.63,,s,w,u,w,f,f,,d,u
p,5.84,b,t,w,f,e,c,w,12.34,12.27,,y,w,u,w,t,e,,d,u
p,8.13,f,h,r,f,,c,w,11.48,16.55,,,w,u,w,t,p,,d,a
p,7.02,b,t,w,f,e,c,w,12.69,12.78,,y,w,u,w,t,l,,d,a
p,3.94,x,y,y,f,a,,w,5.87,3.74,,y,y,,,t,r,,g,a
p,6.93,p,g,n,f,e,,w,7.44,14.99,,y,w,u,w,t,p,,d,a
e,19.54,f,y,n,f,,,w,27.52,21.74,s,,n,,,t,m,,d,a
p,9.03,x,h,r,f,,c,w,10.5,14.81,,,w,u,w,t,g,,d,a
e,2.42,f,y,n,f,a,d,p,6.75,3.42,,i,n,,,f,f,,l,u
e,5.96,x,,y,f,e,,w,5.54,11.2,b,,y,u,w,t,g,,d,a
p,3.4,f,y,p,f,e,c,n,4.37,3.34,,k,w,,,t,e,,d,u
e,17.25,f,y,n,f,,,w,19.42,18.55,s,,n,,,t,m,,d,u
p,3.06,x,y,n,f,a,,w,5.46,3.44,,y,y,,,t,r,,h,a
p,7.12,p,g,n,f,e,,w,6.89,13.04,,y,w,u,w,t,p,,d,u
e,1.98,f,y,n,f,a,d,p,6.69,3.24,,i,n,,,f,f,,h,a
e,17.75,p,y,n,f,,,w,27.3,20.04,s,,n,,,t,m,,m,a
p,11.66,f,,n,f,e,,w,10.98,15.06,,,w,u,w,t,e,,d,a
p,7.35,x,g,n,f,e,,w,6.86,13.48,,y,w,u,w,t,p,,d,u
p,8.36,f,h,r,f,,c,w,10.57,13.72,,,w,u,w,t,p,,d,a
p,8.12,x,g,n,f,e,,w,8.27,16.42,,y,w,u,w,t,p,,d,a
p,11.73,f,,n,f,e,,w,11.01,16.41,,,w,u,w,t,e,,d,u
e,3.13,x,,u,f,,d,w,6.13,5.02,,,w,,,f,f,,d,u
p,12.24,f,g,o,f,e,,w,16.67,18.0,s,y,w,u,w,t,g,,d,u
e,9.29,f,,n,t,,,w,10.58,13.74,b,,w,u,w,t,g,,d,a
e,3.1,x,,b,f,,d,u,6.13,4.59,,,w,,,f,f,,d,a
e,2.76,f,y,n,f,d,d,p,6.22,2.91,,i,n,,,f,f,,l,a
p,7.78,f,h,r,f,,c,w,11.28,17.52,,,w,u,w,t,g,,d,u
e,15.96,x,e,n,t,e,,w,8.88,17.45,,,w,,,t,,,g,a
e,13.33,x,e,n,t,e,,w,9.16,16.46,,,w,,,t,,,g,a
e,15.71,f,y,n,f,,,w,23.37,20.22,s,,n,,,t,m,,d,a
e,6.82,x,,w,f,e,,w,5.86,12.68,b,,w,u,w,t,g,,d,a
e,6.82,c,t,n,f,e,,w,12.46,12.34,,s,n,u,w,f,f,,d,a
e,2.76,x,,b,f,,d,w,6.3,4.93,,,w,,,f,f,,d,w
p,3.63,x,y,y,f,a,,w,5.16,3.21,,y,y,,,t,r,,d,a
e,15.9,x,y,n,t,e,,w,9.74,18.13,,,w,,,t,,,d,a
p,8.36,x,g,n,f,e,,w,8.13,14.99,,y,w,u,w,t,p,,d,a
p,3.27,x,y,y,f,a,,w,5.12,3.42,,y,y,,,t,r,,h,u
e,12.9,f,,n,t,,,w,13.44,19.73,b,,w,u,w,t,g,,d,u
e,22.23,p,y,n,f,,,w,31.74,21.65,s,,n,,,t,m,,m,u
p,3.3,x,y,n,f,a,,w,5.2,3.52,,y,n,,,t,r,,h,u
e,7.07,x,,w,f,e,,w,5.91,12.35,b,,y,u,y,t,g,,d,a
p,7.11,p,g,n,f,e,,w,8.01,15.64,,y,w,u,w,t,p,,d,a
p,8.68,f,h,r,f,,c,w,10.99,15.03,,,w,u,w,t,g,,d,a
p,9.89,x,h,r,f,,c,w,10.79,16.48,,,w,u,w,t,p,,d,u
p,3.39,x,y,n,f,a,,w,5.73,3.77,,y,y,,,t,r,,h,a
p,9.28,x,h,r,f,,c,w,11.1,16.28,,,w,u,w,t,g,,d,u
p,3.3,b,y,n,f,e,c,w,4.03,3.35,,k,w,,,t,e,,m,a
e,18.13,f,y,w,f,,,w,26.7,20.24,s,,n,,,t,m,,m,a
p,12.81,f,,n,f,e,,w,11.18,14.52,,,w,u,w,t,e,,d,a
e,2.89,s,y,n,f,d,d,p,5.42,2.34,,i,n,,,f,f,,h,u
p,3.59,b,y,n,f,e,c,n,4.97,3.61,,k,w,,,t,e,,d,u
p,2.93,x,y,y,f,a,,w,4.84,3.33,,y,n,,,t,r,,h,u
e,17.2,f,y,n,f,,,w,26.0,21.37,s,,n,,,t,m,,d,u
p,7.85,b,t,w,f,e,c,w,12.07,11.95,,y,w,u,w,t,l,,d,u
p,9.76,f,h,r,f,,c,w,11.03,15.55,,,w,u,w,t,g,,d,u
e,10.25,x,,n,t,,,w,10.02,16.73,b,,w,u,w,t,g,,d,a
p,7.96,b,t,w,f,e,c,w,12.63,12.79,,y,w,u,w,t,l,,d,u
p,7.59,x,g,n,f,e,,w,7.38,12.48,,y,w,u,w,t,p,,d,a
e,2.67,x,,u,f,,d,w,6.32,4.01,,,w,,,f,f,,d,w
p,8.68,f,h,r,f,,c,w,11.47,15.73,,,w,u,w,t,g,,d,a
e,8.67,f,,n,t,,,w,11.94,17.83,b,,w,u,w,t,g,,d,a
p,10.29,x,,g,f,e,,w,10.82,12.52,,,w,u,w,t,g,,d,u
e,2.42,f,y,n,f,a,d,p,5.65,2.99,,i,n,,,f,f,,l,a
p,10.05,f,h,r,f,,c,w,10.86,16.38,,,w,u,w,t,g,,d,u
e,2.13,f,y,n,f,a,d,p,8.02,3.59,,i,n,,,f,f,,l,a
e,8.37,x,,w,f,e,,w,6.47,13.66,b,,y,u,w,t,g,,d,u
e,23.28,f,y,w,f,,,w,32.65,24.21,s,,n,,,t,m,,d,a
p,8.0,x,g,n,f,e,,w,6.89,13.62,,y,w,u,w,t,p,,d,a
p,12.33,x,,n,f,e,,w,10.96,14.77,,,w,u,w,t,g,,d,u
e,15.94,x,y,n,t,e,,w,11.41,19.23,,,w,,,t,,,g,u
e,6.3,c,t,n,f,e,,w,13.32,13.82,,s,w,u,w,f,f,,d,u
p,7.1,f,h,r,f,,c,w,10.95,13.93,,,w,u,w,t,g,,d,a
e,19.27,f,y,w,f,,,w,32.21,22.93,s,,n,,,t,m,,m,u
p,10.77,f,h,r,f,,c,w,11.0,14.56,,,w,u,w,t,p,,d,a
p,12.07,x,,g,f,e,,w,10.64,14.21,,,w,u,w,t,e,,d,a
e,1.9,x,,b,f,,d,u,4.78,3.41,,,w,,,f,f,,d,u
e,14.71,x,e,n,t,e,,w,10.57,18.74,,,w,,,t,,,d,u
p,7.41,b,t,w,f,e,c,w,12.68,12.67,,y,w,u,w,t,l,,d,u
p,13.13,x,,n,f,e,,w,11.72,17.49,,,w,u,w,t,e,,d,u
p,12.6,f,,n,f,e,,w,11.33,16.93,,,w,u,w,t,e,,d,a
p,8.93,b,t,w,f,e,c,w,14.69,14.32,,y,w,u,w,t,e,,d,u
e,6.27,x,t,n,f,e,,w,12.84,13.36,,s,n,u,w,f,f,,d,a
e,13.07,f,,n,t,,,w,11.53,17.51,b,,w,u,w,t,g,,d,u
p,3.41,b,y,e,f,e,c,n,3.75,3.35,,k,w,,,t,e,,d,a
e,20.55,p,y,n,f,,,w,31.42,22.82,s,,n,,,t,m,,d,a
e,6.28,x,t,n,f,e,,w,11.36,12.93,,s,n,u,w,f,f,,d,u
e,9.38,x,,n,t,,,w,11.89,19.06,b,,w,u,w,t,g,,d,u
e,3.09,f,y,n,f,d,d,p,7.18,3.56,,i,n,,,f,f,,h,u
p,7.8,f,h,r,f,,c,w,11.17,13.29,,,w,u,w,t,p,,d,a
e,10.05,x,,n,t,,,w,11.22,17.98,b,,w,u,w,t,g,,d,a
p,7.15,p,g,n,f,e,,w,7.93,15.31,,y,w,u,w,t,p,,d,a
p,11.61,f,,g,f,e,,w,11.28,13.19,,,w,u,w,t,e,,d,a
e,15.42,p,y,w,f,,,w,20.44,18.03,s,,n,,,t,m,,d,a
e,11.98,f,,n,t,,,w,11.11,18.93,b,,w,u,w,t,g,,d,u
p,8.82,x,h,r,f,,c,w,10.6,14.88,,,w,u,w,t,g,,d,u
e,6.06,x,,y,f,e,,w,5.89,12.15,b,,y,u,y,t,g,,d,u
e,18.09,f,y,w,f,,,w,22.84,17.14,s,,n,,,t,m,,m,a
p,14.81,f,h,o,f,e,,w,18.3,18.78,s,y,w,u,w,t,p,,d,u
e,10.19,f,,n,t,,,w,10.48,17.88,b,,w,u,w,t,g,,d,u
e,2.46,s,y,n,f,a,d,p,7.53,3.89,,i,n,,,f,f,,l,u
e,2.68,x,,b,f,,d,w,5.28,4.08,,,w,,,f,f,,d,w
p,7.47,x,h,r,f,,c,w,11.02,13.43,,,w,u,w,t,g,,d,a
p,13.49,f,,n,f,e,,w,11.21,15.65,,,w,u,w,t,g,,d,u
e,7.17,x,t,n,f,e,,w,13.32,12.9,,s,n,u,w,f,f,,d,a
p,12.38,x,,n,f,e,,w,10.88,15.28,,,w,u,w,t,e,,d,a
e,2.5,f,y,n,f,a,d,p,5.18,3.31,,i,n,,,f,f,,l,u
p,15.98,x,g,o,f,e,,w,17.32,17.13,s,y,w,u,w,t,p,,d,u
e,3.48,x,,u,f,,d,w,6.85,5.02,,,w,,,f,f,,d,u
e,15.56,x,y,n,t,e,,w,10.85,17.7,,,w,,,t,,,g,a
p,3.79,f,y,p,f,e,c,n,4.89,3.35,,k,w,,,t,e,,m,u
p,13.5,x,,g,f,e,,w,11.51,15.38,,,w,u,w,t,g,,d,u
e,2.07,x,,b,f,,d,u,5.89,4.66,,,w,,,f,f,,d,u
e,1.76,f,y,n,f,a,d,p,5.71,2.58,,i,n,,,f,f,,h,u
p,8.34,x,h,r,f,,c,w,10.98,14.07,,,w,u,w,t,p,,d,a
p,16.79,x,g,e,f,e,,w,17.33,17.3,s,y,w,u,w,t,p,,d,u
p,8.2,b,t,w,f,e,c,w,13.3,13.26,,y,w,u,w,t,e,,d,a
p,7.52,b,t,w,f,e,c,w,11.51,12.77,,y,w,u,w,t,l,,d,u
e,2.26,x,,u,f,,d,w,6.11,4.06,,,w,,,f,f,,d,w
p,14.42,x,g,o,f,e,,w,17.52,18.58,s,y,w,u,w,t,p,,d,u
